"","Ecode","Authority","Class","...4","1. Council Tax Requirement for billing authority including special expenses, local precepts and Adult Social Care Precept.","...6","2. Parish precepts","...8","3. Council Tax Requirement for billing authority (including special expenses and Adult Social Care precept, but excluding local precepts)","...10","3a. Levies and special levies","...12","4. Tax base (after council tax reduction scheme)","...14","5. Estimated collection rate (%)","...16","6. Tax base adjustment (contributions in lieu of Class O exempt dwellings)","...18","7. Council tax base for council tax setting purposes","...20","8. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and local precepts)","...22","9. Average (Band D 2 Adult equivalent) council tax (including Adult Social Care precept and excluding local precepts)","...24","10. Total Adult Social Care precept","11a. Adult Social Care precept element of the 2017-18 Average (Band D 2 Adult equivalent) council tax (£)","11b. Adult Social Care precept as a percentage of the 2016-17 Average Band D 2 Adult equivalent council tax, excluding local precepts, (maximum 2%)","12. Is the council tax your authority set subject to a referendum?","13. Are one or more precepting authorities in your area holding a referendum?","14. Average council tax of major precepting authorities in the billing authority's area","...31","...32","15. Average (Band D 2 adult equivalent) council tax for area of the billing authority including both local and major precepts.  (Lines 8+ 14(a) + 14(b) + 14(c))","16. All parishes that exist in the authority's area in 2016-17 (whether they set a precept or not)","...35","17. Charter Trustees in the authority's area - 2016-17","...37","18. Precepting parishes, Charter Trustees and Temples in the authority's area setting a precept in 2016-17","...39"
"1",NA,NA,NA,NA,"2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18","2016-17","2017-18",NA,NA,NA,NA,NA,"County or GLA","Police","Fire",NA,"Number","CTB","Number","Tax Base","Number","Tax Base"
"96","E0935","Eden","SD",NA,"4479691","4754546","760386","916685","3719305","3837861","0","0","20135.8","20321.060000000001","98.75","99","2","2","19886.099999999999","20119.8","225.27","236.31","187.03","190.75","0",0,0,"No","No","1281.02","220.77","0","1738.1","72","20119.8","0","0","66","19837.3"
"97","E3631","Elmbridge","SD",NA,"13002447","13429141","48001","48577","12954446","13380564","0","0","63664.65","64249.97","98.3","98.7","0","0","62582","63414.7","207.77","211.77","207","211","0",0,0,"No","No","1331.55","224.57","0","1767.8899999999999","1","3433","0","0","1","3433"
"98","E5037","Enfield","OLB",NA,"107915000","114168850","0","0","107915000","114168850","6996750.6799999997","7763000","97557","98195.1","96.678899999999999","96.789999999999992","0","0","94317","95043","1144.17","1201.23","1144.17","1201.23","3262350",34.3249897414854,3,"No","No","280.02","0","0","1481.25","0","0","0","0","0","0"
"99","E1537","Epping Forest","SD",NA,"11048482","11250334","3274089","3361180","7774393","7889154","0","0","53053.67","53836.800000000003","98.499899999999997","98.5","0","0","52257.8","53029.2","211.42","212.15","148.77000000000001","148.77000000000001","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1601.93","24","53029.2","0","0","24","53029.2"
"100","E3632","Epsom & Ewell","SD",NA,"5828698","6045236","0","0","5828698","6045236","0","0","32583.71","32899.760000000002","98.25","98.25","0","0","32013.5","32324","182.07","187.02","182.07","187.02","0",0,0,"No","No","1331.55","224.57","0","1743.1399999999999","0","0","0","0","0","0"
"101","E1036","Erewash","SD",NA,"5778417","6041401","270547","288611","5507870","5752790","0","0","32717.5","33201","98.5","98.5","0","0","32226.7","32703","179.31","184.74","170.91","175.91","0",0,0,"No","No","1211.6600000000001","180.6","72.58","1649.58","13","14141.4","0","0","13","14141.4"
"102","E1132","Exeter","SD",NA,"4961854","5250309","0","0","4961854","5250309","0","0","36524.699999999997","37316.5","97","97","0","0","35429","36197","140.05000000000001","145.05000000000001","140.05000000000001","145.05000000000001","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1670.82","0","0","0","0","0","0"
"103","E1734","Fareham","SD",NA,"6100068","6365152","0","0","6100068","6365152","0","0","42058.5","42428.1","99","99","367.8","367.8","42005.7","42371.6","145.22","150.22","145.22","150.22","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1512.62","0","0","0","0","0","0"
"104","E0533","Fenland","SD",NA,"8190338","8513299","1193373","1259997","6996965","7253302","1420640","1435790","28360.400000000001","28829.4","98.5","98.5","0","0","27935","28397","293.19","299.8","250.47","255.42","0",0,0,"No","No","1190.43","186.75","66.78","1743.76","16","28397","0","0","16","28397"
"105","E3532","Forest Heath","SD",NA,"3836704","4032278","1471818","1529903","2364886","2502375","0","0","17551.2","17958.400000000001","98.04417931537445","97.866903510335007","0","0","17207.900000000001","17575.3","222.96","229.43","137.43","142.38","0",0,0,"No","No","1183.5","176.85","0","1589.78","22","17575.3","0","0","21","17502.599999999999"
"106","E1633","Forest of Dean","SD",NA,"6490711","6813757","1913181","2060437.03","4577530","4753319.97","0","0","27902.74","28410.27","98.5","98.5","171.3","170.34","27655.5","28154.5","234.7","242.01","165.52","168.83","0",0,0,"No","No","1179.26","214.49","0","1635.76","41","27984.11","0","0","40","27890.7"
"107","E2335","Fylde","SD",NA,"6336230","6642496","852165","909860","5484065","5732636","0","0","29080.9","29637.4","98.25","98.25","175","165.3","28747","29284","220.41","226.83","190.77","195.76","0",0,0,"No","No","1221.74","165.45","65.5","1679.52","15","21622","0","0","15","21622"
"108","E4501","Gateshead","MD",NA,"77245382","81829421","9258","9769","77236124","81819652","11831892","11453590","51642","52105.599999999999","97.75","97.75","0","0","50480.1","50933.2","1530.21","1606.6","1530.03","1606.41","2337881",45.9009251333119,3,"No","No","0","98.33","77.62","1782.5499999999997","1","1186.8","0","0","1","1186.8"
"109","E3034","Gedling","SD",NA,"6110660","6372451","584123","633551","5526537","5738900","16612","16926","36540.660000000003","36745","98.75","98.75","20.7","20.399999999999999","36104.6","36306.1","169.25","175.52","153.07","158.07","0",0,0,"No","No","1351.97","183.42","75.290000000000006","1786.2","11","10968.51","0","0","11","10968.51"
"110","E1634","Gloucester","SD",NA,"6944613","7225909","224863","236276","6719750","6989633","0","0","36604.1","37092.800000000003","98.75","98.75","94.2","77.3","36240.699999999997","36706.400000000001","191.62","196.86","185.42","190.42","0",0,0,"No","No","1179.26","214.49","0","1590.61","1","6203.6","0","0","1","6203.6"
"111","E1735","Gosport","SD",NA,"5391817","5620248","0","0","5391817","5620248","0","0","25564.7","26014.6","98.5","98.5","764.7","785.3","25945.9","26409.7","207.81","212.81","207.81","212.81","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1575.2099999999998","0","0","0","0","0","0"
"112","E2236","Gravesham","SD",NA,"6329498","6684880","279341","298560","6050157","6386320","40508","42145","33074.199999999997","33837.35","98","98.5","0","0","32412.7","33329.800000000003","195.28","200.57","186.66","191.61","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1609.8899999999999","6","7267.4","0","0","6","7267.4"
"113","E2633","Great Yarmouth","SD",NA,"4268411","4496253","354143","354487","3914268","4141766","224416","238772.7","27129.1","27829","98.5","98.25","0","0","26722.2","27342","159.72999999999999","164.44","146.47999999999999","151.47999999999999","0",0,0,"Error","Error","1247.94","217.17","0","1629.5500000000002","21","15423","0","0","19","15325"
"114","E5012","Greenwich","ILB",NA,"75837760","83222520","0","0","75837760","83222520","1553320","1584000","79240.100000000006","82390.600000000006","93.5","94","248.2","252.6","74337.7","77699.8","1020.18","1071.08","1020.18","1071.08","2377730",30.6014944697412,3,"No","No","280.02","0","0","1351.1","0","0","0","0","0","0"
"115","E3633","Guildford","SD",NA,"10178189","10740707","1469802","1576106","8708387","9164601","0","0","55939.5","56768.2","98.5","99","430.7","434","55531.1","56634.5","183.29","189.65","156.82","161.82","0",0,0,"No","No","1331.55","224.57","0","1745.77","24","29796.400000000001","0","0","23","29699.200000000001"
"116","E5013","Hackney","ILB",NA,"67851000","71748500","0","0","67851000","71748500","9698000","8895000","70130.5","71998.899999999994","95","95","0","0","66624","68399","1018.42","1048.97","1018.42","1048.97","1390000",20.3219345312066,2,"Error","Error","280.02","0","0","1328.99","0","0","0","0","0","0"
"117","E0601","Halton","UA",NA,"41300851","44466173","83885","87910","41216966","44378263","294990","3223190","33967.15","34864.089999999997","97","96.999600000000001","0","0","32948.1","33818","1253.51","1314.87","1250.97","1312.27","1269159",37.5290969306287,3,"No","No","0","164.44","73.290000000000006","1552.6","6","3038","0","0","6","3038"
"118","E2732","Hambleton","SD",NA,"4645913","4946175.3","1330755","1400746","3315158","3545429.3","107487","109640","34819.82","35352.92","98.88","98.88","658.62","682.67","35088.5","35639.599999999999","132.41","138.78","94.48","99.48","0",0,0,"No","No","1189.5","221.32","67.19","1616.79","178","35639.599999999999","0","0","134","34481"
"119","E5014","Hammersmith and Fulham","ILB",NA,"53888000","55268500","0","0","53888000","55268500","12019000","12363575","75939.399999999994","77885","97.5","97.5","0","0","74040.899999999994","75937.899999999994","727.81","727.81","727.81","727.81","0",0,0,"No","No","280.02","0","0","1007.8299999999999","0","0","0","0","0","0"
"120","E2433","Harborough","SD",NA,"6634296","7035002","1372447","1494287","5261849","5540715","0","0","33286.85","33991.599999999999","98.5","98.500699999999995","0","0","32787.5","33482","202.34","210.11","160.47999999999999","165.48","0",0,0,"No","No","1172.3800000000001","187.23","62.84","1632.5600000000002","91","25276.7","0","0","62","24187.8"
"121","E5038","Haringey","OLB",NA,"87188122","93772901","0","0","87188122","93772901","7772422.5999999996","8754976.4000000004","75973.36","78916.100000000006","95.000399999999999","95.5","0","0","72175","75364.899999999994","1208.01","1244.25","1208.01","1244.25","2730967.971989668",36.2366031400515,3,"No","No","280.02","0","0","1524.27","0","0","0","0","0","0"
"122","E1538","Harlow","SD",NA,"6519359","6815751","0","0","6519359","6815751","0","0","24918.2","25543","98","98","0","0","24419.8","25032.1","266.97000000000003","272.27999999999997","266.97000000000003","272.27999999999997","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1662.06","0","0","0","0","0","0"
"123","E2753","Harrogate","SD",NA,"14274010","14962755","794232","888061","13479778","14074694","107260","108580","60490.01","61709.75","98.75","98.9","462.5","449.4","60196.4","61480.3","237.12","243.37","223.93","228.93","0",0,0,"No","No","1189.5","221.32","67.19","1721.3799999999999","88","34987.050000000003","0","0","79","33537.78"
"124","E5039","Harrow","OLB",NA,"105256020","112529610","0","0","105256020","112529610","13189000","14445836","83781.070000000007","85074","97.75","98","104","127.5","82000","83500","1283.6099999999999","1347.66","1283.6099999999999","1347.66","3213915",38.49,3,"No","No","280.02","0","0","1627.68","0","0","0","0","0","0"
"125","E1736","Hart","SD",NA,"8877751","9352694","2841421","2969040","6036330","6383654","0","0","38994.13373860182","39963.75886524823","98.7","98.7","0","0","38487.199999999997","39444.199999999997","230.67","237.11","156.84","161.84","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1599.51","21","34999.230000000003","0","0","21","39444.230000000003"
"126","E0701","Hartlepool","UA",NA,"34320262","36472670","25922","28095","34294340","36444575","98919","106765","23620","23928.43","98.5","98.5","0","0","23265.7","23569.5","1475.14","1547.45","1474.03","1546.26","1042243",44.219987695963,3,"No","No","0","214.54","73.06","1835.05","8","2333.5","0","0","6","2304.9"
"127","E1433","Hastings","SD",NA,"6054254","6282031","0","0","6054254","6282031","0","0","25493.8","25924.6","96.8","96.8","0","0","24678","25095","245.33","250.33","245.33","250.33","0",0,0,"No","No","1314.36","153.91","88.4","1807","0","0","0","0","0","0"
"128","E1737","Havant","SD",NA,"7574227","7699234","0","0","7574227","7699234","0","0","39708","40362.400000000001","98.8","98.8","59","59","39290.5","39937.1","192.78","192.78","192.78","192.78","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1555.1799999999998","0","0","0","0","0","0"
"129","E5040","Havering","OLB",NA,"108350261","114404909","0","0","108350261","114404909","14427592","15667446","86775.6","88143.1","98.5","98.5","0","0","85474","86821","1267.6400000000001","1317.71","1267.6400000000001","1317.71","2200912",25.3499959687172,2,"No","No","280.02","0","0","1597.73","0","0","0","0","0","0"
"130","E1801","Herefordshire","UA",NA,"92097136","96875513","3501779","3826513","88595357","93049000","200540","208012.13","66922.27","67649.5","99.5","99.5","285.3","286.89999999999998","66873","67598.2","1377.19","1433.11","1324.83","1376.5","1791352.3",26.5,2,"No","No","0","189.6","79.53","1702.2399999999998","242","67598.2","0","0","134","67525.600000000006"
"131","E1934","Hertsmere","SD",NA,"7541787","7877960","1133902","1171558","6407885","6706402","0","0","40162.5","40781","97.6","97.6","297.39999999999998","297.7","39496","40100","190.95","196.46","162.24","167.24","0",0,0,"No","No","1245.83","152","0","1594.29","5","19793","0","0","4","19701"
"132","E1037","High Peak","SD",NA,"5811842","5991387","541322","559867","5270520","5431520","0","0","29983.8","30323.599999999999","98.9","98.9","0","0","29654","29990","195.98","199.78","177.73","181.11","0",0,0,"No","No","1211.6600000000001","180.6","72.58","1664.62","21","29990","0","0","16","14126"
"133","E5041","Hillingdon","OLB",NA,"106585306","108199055","0","0","106585306","108199055","842535","824256.32000000007","96513.7","97985.8","98.5","98.5","704","704","95770","97220","1112.93","1112.93","1112.93","1112.93","0",0,0,"No","No","280.02","0","0","1392.95","0","0","0","0","0","0"
"134","E2434","Hinckley and Bosworth","SD",NA,"6004189","6422282","1742277","1860756","4261912","4561526","0","0","36692.1","37663.300000000003","99.2","99.2","0","0","36398.6","37362","164.96","171.89","117.09","122.09","0",0,0,"No","No","1172.3800000000001","187.23","62.84","1594.34","24","26787","0","0","24","26787"
"135","E3835","Horsham","SD",NA,"10918704","11555009","2669494","2891618","8249210","8663391","0","0","58795.85","60232.4","99","99","0","0","58207.9","59630.1","187.58","193.78","141.72","145.29","0",0,0,"No","No","1255.5899999999999","153.91","0","1603.28","32","48192.5","0","0","32","48192.5"
"136","E5042","Hounslow","OLB",NA,"86564681","92746657.689999998","0","0","86564681","92746657.689999998","9770091","10363953","81720","84176.9","98","98","84","106","80169.600000000006","82599.399999999994","1079.77","1122.8499999999999","1079.77","1122.8499999999999","1784145.5",21.5999813557968,2,"No","No","280.02","0","0","1402.87","0","0","0","0","0","0"
"137","E0551","Huntingdonshire","SD",NA,"13376369.120000005","13896341","5471086","5730673","7905283.1200000048","8165668","389355","391016","59948","60711.7","98.5","98.5","310","310","59358.8","60111","225.35","231.18","133.18","135.84","0",0,0,"No","No","1190.43","186.75","66.78","1675.14","79","60111","0","0","74","59962"
"138","E2336","Hyndburn","SD",NA,"4411915","4769079","11519","12282","4400396","4756797","0","0","20093.7","21204.2","95","95.25","0","0","19089","20197","231.12","236.13","230.52","235.52","0",0,0,"No","No","1221.74","165.45","65.5","1688.82","1","305","0","0","1","305"
"139","E3533","Ipswich","SD",NA,"12403000","12927334","0","0","12403000","12927334","0","0","37760","38241.599999999999","98.11","99","0","0","37046","37859","334.8","341.46","334.8","341.46","0",0,0,"No","No","1183.5","176.85","0","1701.81","0","0","0","0","0","0"
"140","E2101","Isle of Wight Council","UA",NA,"74161166","79769486","3071116","3395934","71090050","76373552","0","0","51469.1","52791.7","99","98.76","0","0","50954.400000000001","52137.1","1455.44","1529.99","1395.17","1464.86","2182200",41.8550322131457,3,"No","No","0","165.46","0","1695.45","33","52137.1","0","0","33","52137.1"
"141","E4001","Isles of Scilly","UA",NA,"1469337","1546608","0","0","1469337","1546608","0","16377","1346.9","1350.36","97.899999999999991","97.899999999999991","0","0","1318.6","1322","1114.32","1169.9000000000001","1114.32","1169.9000000000001","44194",33.4296520423601,3,"No","No","0","176.28","0","1346.18","0","0","0","0","0","0"
"142","E5015","Islington","ILB",NA,"76858000","82696000","0","0","76858000","82696000","21989000","21909000","77669.7","79597.45","97","97","0","0","75339.600000000006","77209.5","1020.15","1071.06","1020.15","1071.06","2362900",30.6037469482382,3,"No","No","280.02","0","0","1351.08","0","0","0","0","0","0"
"143","E5016","Kensington and Chelsea","ILB",NA,"74269182","76381435","0","0","74269182","76381435","12953966.92","13116196","96788.800000000003","97630.2","98","98","50","48.4","94903","95726","782.58","797.92","782.58","797.92","0",0,0,"No","No","280.02","0","0","1077.94","0","0","0","0","0","0"
"144","E2834","Kettering","SD",NA,"6836470","7059660","582340","644510","6254130","6415150","0","0","31230.799999999999","32035","97.5","97.5","0","0","30450","31234.1","224.51","226.02","205.39","205.39","0",0,0,"No","No","1166.5899999999999","209.04","0","1601.6499999999999","26","15471","0","0","25","15438"
"145","E2634","Kings Lynn and West Norfolk","SD",NA,"7974340","8469170","1973409","2138979","6000931","6330191","2641530","2675890","48691.6","49549","97.5","97.5","465.6","464.1","47939.9","48774.400000000001","166.34","173.64","125.18","129.79","0",0,0,"No","No","1247.94","217.17","0","1638.75","101","38913.300000000003","0","0","87","38135"
"146","E2002","Kingston upon Hull","UA",NA,"68808024","74616586","0","0","68808024","74616586","391880","402149","60350.7","61330.2","94.39","95.936400000000006","0","0","56965","58838","1207.9000000000001","1268.17","1207.9000000000001","1268.17","2131701",36.2300044189129,3,"No","No","0","187.33","80.150000000000006","1535.65","0","0","0","0","0","0"
"147","E5043","Kingston upon Thames","OLB",NA,"84921305","90425062","0","0","84921305","90425062","570937.29","562397.39","60644.800000000003","61508.7","99.2","99.2","186.4","186.4","60346","61203","1407.24","1477.46","1407.24","1477.46","2583379",42.2100060454553,3,"No","No","280.02","0","0","1757.48","0","0","0","0","0","0"
"148","E4703","Kirklees","MD",NA,"149913260","160285927","557261","734927","149355999","159551000","18994407","18813708","115470.08","117421","98.197645499999993","98.254477478474882","0","0","113388.9","115371.4","1322.12","1389.3","1317.2","1382.93","4559016",39.5159978989594,3,"Error","Error","0","150.94999999999999","60.9","1601.15","5","33401.599999999999","0","0","5","33401.599999999999"
"149","E4301","Knowsley","MD",NA,"44238027","47483129","1004956","1095524","43233071","46387605","18563678","17369407","34220","34971","97.498499999999993","97.500900000000001","0","0","33364","34097","1325.92","1392.59","1295.8","1360.46","1325350",38.8699885620436,3,"No","No","0","165.97","74.34","1632.8999999999999","5","13933","0","0","5","13933"
"150","E5017","Lambeth","ILB",NA,"98909285","106643272","0","0","98909285","106643272","3873087","3804723","104444.51","107258.72","96.5","96.5","0","0","100789","103504.7","981.35","1030.32","981.35","1030.32","3047000",29.4382767159366,3,"No","No","280.02","0","0","1310.3399999999999","0","0","0","0","0","0"
"151","E2337","Lancaster","SD",NA,"8841485","9208719","545485","585719","8296000","8623000","0","0","40232.26","40840","98.677000000000007","98.677700000000002","0","0","39700","40300","222.71","228.5","208.97","213.97","0",0,0,"No","No","1221.74","165.45","65.5","1681.19","38","23849.200000000001","0","0","35","23718.400000000001"
"152","E4704","Leeds","MD",NA,"266970249","285074367","1657859","1837651","265312390","283236716","36567118","36334964","220470.6","224178.3","99","99","1.2","1.2","218267.1","221937.7","1223.1400000000001","1284.48","1215.54","1276.2","8091849",36.4600020636422,3,"No","No","0","150.94999999999999","60.9","1496.3300000000002","34","61175.6","0","0","32","61140.5"
"153","E2401","Leicester","UA",NA,"93705600","100691200","0","0","93705600","100691200","79135","81022","70799","72455.600000000006","97.75","97.749499999999998","0","0","69206","70825","1354.01","1421.69","1354.01","1421.69","2876200",40.6099541122485,3,"No","No","0","187.23","62.84","1671.76","0","0","0","0","0","0"
"154","E1435","Lewes","SD",NA,"9894460","10366864","3071160","3277664","6823300","7089200","97000","0","36527.699999999997","37011.800000000003","98","98.2","0","0","35797.1","36345.599999999999","276.39999999999998","285.23","190.61","195.05","0",0,0,"No","No","1314.36","153.91","88.4","1841.9","28","36345.599999999999","0","0","23","36149.599999999999"
"155","E5018","Lewisham","ILB",NA,"86590324","93873550","0","0","86590324","93873550","1632803","1637573","81800.600000000006","84466.3","96","96","0","0","78528.600000000006","81087.600000000006","1102.6600000000001","1157.68","1102.6600000000001","1157.68","2682363",33.0798173826824,3,"No","No","280.02","0","0","1437.7","0","0","0","0","0","0"
"156","E3433","Lichfield","SD",NA,"7410325","7721812","1553091","1627906","5857234","6093906","0","0","36849.5","37178.800000000003","99","99","129","128","36610","36935","202.41","209.06","159.99","164.99","0",0,0,"No","No","1142.54","181.16","71.56","1604.32","28","36935","0","0","25","36935"
"157","E2533","Lincoln","SD",NA,"5916160","6144640","0","0","5916160","6144640","794980","807010","23598.1","23929.4","98.25","98.75","59.3","59.4","23244.400000000001","23689.7","254.52","259.38","254.52","259.38","0",0,0,"No","No","1173.42","205.47","0","1638.2700000000002","0","0","0","0","0","0"
"158","E4302","Liverpool","MD",NA,"147195836","156184940","0","0","147195836","156184940","60762669","55685143","108761.3","109918.69","94","94","0","0","102235.6","103323.6","1439.77","1511.61","1439.77","1511.61","4462865",43.1930846389402,3,"No","No","0","165.97","74.34","1751.9199999999998","0","0","0","0","0","0"
"159","E0201","Luton","UA",NA,"63527662","67437594","0","0","63527662","67437594","108891","111069","50645","51165.9","97.050600000000003","97.2","0.03","0","49151.3","49733.3","1292.49","1355.98","1292.49","1355.98","1928160.0410000002",38.77,3,"No","No","0","166.09","92.81","1614.8799999999999","0","0","0","0","0","0"
"160","E2237","Maidstone","SD",NA,"15583406","16264810","1498682","1665924","14084724","14598886","111040","108870","58894.5","59817.7","99","99","219.8","219.8","58525.4","59439.3","266.27","273.64","240.66","245.61","0",0,0,"No","No","1178.82","157.15","73.349999999999994","1682.96","41","31693.5","0","0","35","31295.599999999999"
"161","E1539","Maldon","SD",NA,"5538604","5855663","1260988","1383356","4277616","4472307","0","0","23861.3","24281.5","98.3","98.3","0","0","23455.7","23868.7","236.13","245.33","182.37","187.37","0",0,0,"No","No","1163.7","157.05000000000001","69.03","1635.11","33","23868.7","0","0","33","23868.7"
"162","E1851","Malvern Hills","SD",NA,"5979897","6414458","1791272","1985584","4188625","4428874","0","0","29520.799999999999","30156.7","99.5","99.5","0","0","29373.200000000001","30005.9","203.58","213.77","142.6","147.6","0",0,0,"Error","Error","1155.31","189.6","79.53","1638.2099999999998","68","30005.9","0","0","53","29722.1"
"163","E4203","Manchester","MD",NA,"128694052.8","140566842","0","0","128694052.8","140566842","68832000","69787000","110544.1","113812","95.5","96.5","0","0","105569.60000000001","109828.6","1219.04","1279.8699999999999","1219.04","1279.8699999999999","4016578",36.5713302363865,3,"No","No","0","162.30000000000001","59.95","1502.12","0","0","0","0","0","0"
"164","E3035","Mansfield","SD",NA,"5297465","5426961","75061","89477","5222404","5337484","0","0","28702.54","29335","98.5","98.5","0","0","28272","28895","187.37","187.82","184.72","184.72","0",0,0,"No","No","1351.97","183.42","75.290000000000006","1798.5","1","3055.9","1","17289.5","1","3055.9"
"165","E2201","Medway","UA",NA,"101166178","106556467","382692","408396","100783486","106148071","0","0","83290.73","83572.31","97.6","97.6","321.79000000000002","302.44","81613.5","81869","1239.58","1301.55","1234.8900000000001","1296.56","3033246",37.049994503414,3,"No","No","0","157.15","73.349999999999994","1532.05","11","11901.900000000001","0","0","11","11901.900000000001"
"166","E2436","Melton","SD",NA,"3894537","4035541","547714","575805","3346823","3459736","15990","16310","18119.88","18235.2","99.1","99.1","33.4","39.1","17990.2","18110.2","216.48","222.83","186.04","191.04","0",0,0,"No","No","1172.3800000000001","187.23","62.84","1645.28","26","9523.7000000000007","0","0","26","9523.7000000000007"
"167","E3331","Mendip","SD",NA,"8747738.6999999993","9273352","2907365","3199765","5840373.6999999993","6073587","70924","72354","39332.102040816324","40125.295918367345","98","98","0","0","38545.5","39322.800000000003","226.95","235.83","151.52000000000001","154.44999999999999","0",0,0,"No","No","1124.79","181.81","81.569999999999993","1623.9999999999998","62","39322.800000000003","0","0","55","38793.1"
"168","E5044","Merton","OLB",NA,"78920000","82563000","0","0","78920000","82563000","927541","932628","73338.460000000006","74485.399999999994","97.25","97.25","5.3","5.3","71327","72442.399999999994","1106.45","1139.71","1106.45","1139.71","2394942",33.0599483175599,2.99,"No","No","280.02","0","0","1419.73","0","0","0","0","0","0"
"169","E1133","Mid Devon","SD",NA,"6450916","6763911","1302976","1407521","5147940","5356390","0","0","28068.400000000001","28445.02","98","98","0","0","27507","27876.1","234.52","242.64","187.15","192.15","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1768.4099999999999","62","27876.1","0","0","55","27600.86"
"170","E3534","Mid Suffolk","SD",NA,"7900477","8193880","2269266","2397727","5631211","5796153","0","0","35320.5","35769.4","99.5","99.5","192.2","195.1","35336.1","35785.699999999997","223.58","228.97","159.36000000000001","161.97","0",0,0,"No","No","1183.5","176.85","0","1589.32","123","35785.699999999997","0","0","106","34979"
"171","E3836","Mid Sussex","SD",NA,"12425673","12957719","3581497","3774844","8844176","9182875","10044","878","58384.3","59368.3","99.3","99.4","0","0","57975.6","59012.1","214.33","219.58","152.55000000000001","155.61000000000001","0",0,0,"No","No","1255.5899999999999","153.91","0","1629.08","24","59012.1","0","0","24","59012.1"
"172","E0702","Middlesbrough","UA",NA,"46179252","49133789","13500","13500","46165752","49120289","115310","115957","33062.1","33802.699999999997","97.298600000000008","97.400099999999995","0","0","32169","32923.9","1435.52","1492.34","1435.1","1491.93","945000",28.7025534642008,2,"No","No","0","214.54","73.06","1779.9399999999998","2","2742.9","0","0","2","2742.9"
"173","E0401","Milton Keynes","UA",NA,"102735483","110378183","5816467","6740817","96919016","103637366","458209","460631","81692.27","83252.539999999994","98.37","98.350000000000009","0","0","80360.7","81878.899999999994","1278.43","1348.07","1206.05","1265.74","2962500",36.18148265304,3,"No","No","0","170.28","60.88","1579.23","48","81878.87","0","0","44","81373.73"
"174","E3634","Mole Valley","SD",NA,"6750104","7080948","223001","295228","6527103","6785720","0","0","40286.9","40663.599999999999","99","99","0","0","39884","40257","169.24","175.89","163.65","168.56","0",0,0,"No","No","1331.55","224.57","0","1732.01","13","8770.2999999999993","0","0","13","8770.2999999999993"
"175","E1738","New Forest","SD",NA,"16161677","16929771","5134706","5469221","11026971","11460550","0","0","70476.25","71003.600000000006","98.5","98.5","213.2","216.7","69632.3","70155.199999999997","232.1","241.32","158.36000000000001","163.36000000000001","0",0,0,"No","No","1133.0999999999999","165.46","63.84","1603.7199999999998","37","70155.199999999997","0","0","37","70155.199999999997"
"176","E3036","Newark and Sherwood","SD",NA,"8701864.9600000009","9028161.9399999995","2577405","2709713","6124459.9600000009","6318448.9399999995","501870","523530","37756.5","38210.9","99","99","0","0","37378.9","37828.800000000003","232.8","238.66","163.85","167.03","0",0,0,"No","No","1351.97","183.42","75.290000000000006","1849.3400000000001","84","37828.800000000003","0","0","64","37403.699999999997"
"177","E4502","Newcastle upon Tyne","MD",NA,"91098453","96666253","60189","67488","91038264","96598765","17073240","16653520","65014.7","65722.7","97.5","97.5","36.700000000000003","46.2","63426","64125.8","1436.3","1507.45","1435.35","1506.39","2761266",43.0601411600323,3,"No","No","0","98.33","77.62","1683.4","6","6019","0","0","6","6019"
"178","E3434","Newcastle-under-Lyme","SD",NA,"6905647","7188447","395372","412107","6510275","6776340","0","0","37003.1","37400.199999999997","97.5","97.7","0","0","36078","36540","191.41","196.73","180.45","185.45","0",0,0,"No","No","1142.54","181.16","71.56","1591.99","10","16197","0","0","10","16197"
"179","E5045","Newham","OLB",NA,"66097029","68106352","0","0","66097029","68106352","17063658","18646650","71471.399999999994","73621","95.88","95.91","0","0","68526.8","70609.899999999994","964.54","964.54","964.54","964.54","0",0,0,"No","No","280.02","0","0","1244.56","0","0","0","0","0","0"
"180","E1134","North Devon","SD",NA,"7085312","7458978","1678392","1794448","5406920","5664530","0","0","32868.29","33609.71","98","97.5","0","0","32210.9","32769.5","219.97","227.62","167.86","172.86","0",0,0,"No","No","1267.92","176.28","81.569999999999993","1753.3899999999999","59","32769.47","0","0","56","32632.78"
"181","E1234","North Dorset","SD",NA,"5527192","5903579","2522758","2743579","3004434","3160000","0","0","25958.1","26167.5","97.5","97.5","378.6","396.8","25687.7","25910.1","215.17","227.85","116.96","121.96","0",0,0,"No","No","1326.87","194.58","70.59","1819.8899999999996","74","25910.1","0","0","65","25524.3"
